Story Points,Epic Size,Story Cycle Time (Bus. Days),Story Lead Time (Bus. Days),Epic Cycle Time (Bus. Days),Epic Lead Time (Bus. Days),Feature Cycle Time (Bus. Days),Feature Lead Time (Bus. Days),Theme Cycle Time (Bus. Days),Theme Lead Time (Bus. Days),To Do,Data analysis,Ready for Dev,In Progress,In Dev,In Test,Test Failed,In Review,Blocked,Ready for Test,Story Done
3,19,6,16,189,189,298,303,306,310,11,0,0,6,0,0,0,0,0,0,114
3,19,16,36,189,189,298,303,306,310,20,0,0,16,0,0,0,0,0,0,95
8,19,10,29,189,189,298,303,306,310,20,0,0,10,0,0,0,0,0,0,101
8,19,9,29,189,189,298,303,306,310,21,0,0,9,0,0,0,0,0,0,51
8,14,10,42,66,95,298,303,306,310,30,0,0,10,0,0,0,0,0,0,92
3,19,6,16,189,189,298,303,306,310,11,0,0,6,0,0,0,0,0,0,114
2,19,1,1,189,189,298,303,306,310,2,0,0,1,0,0,0,0,0,0,117
2,19,2,5,189,189,298,303,306,310,3,0,0,2,0,0,0,0,0,0,115
2,19,3,7,189,189,298,303,306,310,5,0,0,1,0,0,0,0,0,0,113
3,19,21,22,189,189,298,303,306,310,1,0,0,21,0,0,0,0,0,0,89
5,19,10,10,189,189,298,303,306,310,1,0,0,10,0,0,0,0,0,0,101
3,21,3,37,66,95,298,303,306,310,35,0,0,2,0,0,0,0,0,0,93
5,19,8,7,189,189,298,303,306,310,1,0,0,7,0,0,0,0,0,0,102
3,19,10,10,189,189,298,303,306,310,1,0,0,10,0,0,0,0,0,0,101
3,19,6,6,189,189,298,303,306,310,1,0,0,3,0,0,0,0,0,0,105
3,19,21,22,189,189,298,303,306,310,1,0,0,21,0,0,0,0,0,0,89
3,19,18,16,189,189,298,303,306,310,1,0,0,16,0,0,0,0,0,0,93
3,21,3,37,66,95,298,303,306,310,35,0,0,2,0,0,0,0,0,0,93
5,14,4,11,66,95,298,303,306,310,6,0,0,4,0,0,0,0,0,0,92
5,14,4,11,66,95,298,303,306,310,6,0,0,4,0,0,0,0,0,0,92
5,21,6,12,66,95,298,303,306,310,6,0,0,6,0,0,0,0,0,0,89
5,21,6,12,66,95,298,303,306,310,6,0,0,6,0,0,0,0,0,0,89
5,7,8,12,26,66,298,303,306,310,7,0,0,8,0,0,0,0,0,0,82
8,21,19,25,66,95,298,303,306,310,6,0,0,16,0,0,0,0,0,0,71
8,14,19,25,66,95,298,303,306,310,7,0,0,8,0,0,0,0,0,0,71
5,21,19,25,66,95,298,303,306,310,7,0,0,8,0,0,0,0,0,0,70
3,14,21,27,66,95,298,303,306,310,6,0,0,8,0,0,0,0,0,0,68
8,21,19,59,66,95,298,303,306,310,41,0,0,10,0,0,0,0,0,0,71
5,14,16,21,66,95,298,303,306,310,6,0,0,4,0,0,0,0,0,0,74
3,21,10,11,66,95,298,303,306,310,3,0,0,10,0,0,0,0,0,0,77
5,14,19,20,66,95,298,303,306,310,1,0,0,8,0,0,0,0,0,0,70
5,7,10,19,26,66,298,303,306,310,8,0,0,7,0,0,0,0,0,0,71
5,7,7,19,26,66,298,303,306,310,11,0,0,1,0,0,0,0,0,0,71
5,21,8,19,66,95,298,303,306,310,11,0,0,8,0,0,0,0,0,0,68
5,14,8,19,66,95,298,303,306,310,11,0,0,4,0,0,0,0,0,0,69
3,21,2,30,66,95,298,303,306,310,28,0,0,2,0,0,0,0,0,0,58
3,8,16,29,51,105,298,303,306,310,11,0,0,12,0,0,0,0,0,0,61
5,7,9,57,26,66,298,303,306,310,50,0,0,6,0,0,0,0,0,0,71
5,21,21,50,66,95,298,303,306,310,30,0,0,10,0,0,0,0,0,0,37
13,23,12,78,61,121,298,303,306,310,67,0,0,9,0,0,0,0,0,0,9
8,23,12,78,61,121,298,303,306,310,67,0,0,12,0,0,0,0,0,0,9
8,23,12,78,61,121,298,303,306,310,67,0,0,12,0,0,0,0,0,0,9
5,7,9,14,26,66,298,303,306,310,5,0,0,8,0,0,0,0,0,0,68
5,14,7,14,66,95,298,303,306,310,5,0,0,1,0,0,0,0,0,0,70
5,21,9,14,66,95,298,303,306,310,5,0,0,3,0,0,0,0,0,0,68
3,23,19,33,61,121,298,303,306,310,12,0,0,19,0,0,0,0,0,0,51
3,8,3,66,51,105,298,303,306,310,66,0,0,1,0,0,0,0,0,0,62
3,14,4,12,66,95,298,303,306,310,9,0,0,3,0,0,0,0,0,0,68
8,23,19,55,61,121,298,303,306,310,34,0,0,17,0,0,0,0,0,0,21
8,23,11,24,61,121,298,303,306,310,12,0,0,6,0,0,0,0,0,0,51
0,56,52,52,211,213,211,213,219,223,2,0,0,52,0,0,0,0,0,0,163
3,12,1,13,92,92,211,213,219,223,11,0,0,1,0,0,0,0,0,0,186
3,12,1,13,92,92,211,213,219,223,11,0,0,1,0,0,0,0,0,0,186
3,56,1,13,211,213,211,213,219,223,13,0,0,1,0,0,0,0,0,0,184
3,56,1,33,211,213,211,213,219,223,33,0,0,1,0,0,0,0,0,0,164
5,24,1,13,174,174,211,213,219,223,13,0,0,1,0,0,0,0,0,0,184
3,4,20,34,84,85,211,213,219,223,14,0,0,20,0,0,0,0,0,0,163
0,24,1,13,174,174,211,213,219,223,13,0,0,1,0,0,0,0,0,0,184
0,56,7,7,211,213,211,213,219,223,1,0,0,7,0,0,0,0,0,0,183
0,56,1,7,211,213,211,213,219,223,7,0,0,1,0,0,0,0,0,0,92.5
0,56,1,7,211,213,211,213,219,223,7,0,0,1,0,0,0,0,0,0,183
0,56,1,7,211,213,211,213,219,223,7,0,0,1,0,0,0,0,0,0,183
0,56,1,7,211,213,211,213,219,223,7,0,0,1,0,0,0,0,0,0,183
0,23,1,56,125,181,211,213,219,223,56,0,0,1,0,0,0,0,0,0,128
0,4,7,7,84,85,211,213,219,223,1,0,0,7,0,0,0,0,0,0,199
0,8,1,21,91,111,211,213,219,223,21,0,0,1,0,0,0,0,0,0,163
0,8,13,35,91,111,211,213,219,223,20,0,0,13,0,0,0,0,0,0,151
0,8,1,30,91,111,211,213,219,223,32,0,0,1,0,0,0,0,0,0,152
0,8,1,57,91,111,211,213,219,223,57,0,0,1,0,0,0,0,0,0,127
0,24,1,21,174,174,211,213,219,223,21,0,0,1,0,0,0,0,0,0,163
0,12,1,20,92,92,211,213,219,223,20,0,0,1,0,0,0,0,0,0,164
0,56,1,20,211,213,211,213,219,223,20,0,0,1,0,0,0,0,0,0,164
3,24,1,20,174,174,211,213,219,223,20,0,0,1,0,0,0,0,0,0,163
0,56,18,18,211,213,211,213,219,223,1,0,0,18,0,0,0,0,0,0,82.5
0,12,1,1,92,92,211,213,219,223,1,0,0,1,0,0,0,0,0,0,205
0,56,17,17,211,213,211,213,219,223,1,0,0,9,0,0,0,0,0,0,163
0,56,1,15,211,213,211,213,219,223,13,0,0,1,0,0,0,0,0,0,151
0,24,1,0,174,174,211,213,219,223,2,0,0,1,0,0,0,0,0,0,162
5,56,22,33,211,213,211,213,219,223,11,0,0,22,0,0,0,0,0,0,130
5,24,61,73,174,174,211,213,219,223,11,0,0,61,0,0,0,0,0,0,91
8,56,1,21,211,213,211,213,219,223,21,0,0,1,0,0,0,0,0,0,142
0,8,1,43,91,111,211,213,219,223,41,0,0,1,0,0,0,0,0,0,121
0,56,1,3,211,213,211,213,219,223,1,0,0,1,0,0,0,0,0,0,161
0,56,64,64,211,213,211,213,219,223,1,0,0,64,0,0,0,0,0,0,98
0,24,27,43,174,174,211,213,219,223,14,0,0,27,0,0,0,0,0,0,121
0,4,6,6,84,85,211,213,219,223,1,0,0,6,0,0,0,0,0,0,199
0,24,1,1,174,174,211,213,219,223,1,0,0,1,0,0,0,0,0,0,155
0,8,1,26,91,111,211,213,219,223,28,0,0,1,0,0,0,0,0,0,128
0,56,4,2,211,213,211,213,219,223,1,0,0,1,0,0,0,0,0,0,152
0,23,1,35,125,181,211,213,219,223,35,0,0,1,0,0,0,0,0,0,121
0,56,6,7,211,213,211,213,219,223,1,0,0,6,0,0,0,0,0,0,199
0,23,1,27,125,181,211,213,219,223,27,0,0,1,0,0,0,0,0,0,128
5,4,1,33,84,85,211,213,219,223,31,0,0,1,0,0,0,0,0,0,121
0,12,7,7,92,92,211,213,219,223,1,0,0,7,0,0,0,0,0,0,199
5,24,92,90,174,174,211,213,219,223,1,0,0,92,0,0,0,1,0,0,57
3,24,92,90,174,174,211,213,219,223,1,0,0,92,0,0,0,1,0,0,57
0,5,6,6,153,156,211,213,219,223,1,0,0,6,0,0,0,0,0,0,142
0,5,6,6,153,156,211,213,219,223,1,0,0,6,0,0,0,0,0,0,142
0,56,6,6,211,213,211,213,219,223,1,0,0,6,0,0,0,0,0,0,142
0,24,1,19,174,174,211,213,219,223,19,0,0,1,0,0,0,0,0,0,123
0,24,1,21,174,174,211,213,219,223,21,0,0,1,0,0,0,0,0,0,47
0,56,1,4,211,213,211,213,219,223,2,0,0,1,0,0,0,0,0,0,126
0,8,1,10,91,111,211,213,219,223,8,0,0,1,0,0,0,0,0,0,121
0,8,53,55,91,111,211,213,219,223,2,0,0,53,0,0,0,0,0,0,73
0,56,26,30,211,213,211,213,219,223,7,0,0,26,0,0,0,0,0,0,96
0,56,55,65,211,213,211,213,219,223,10,0,0,55,0,0,0,0,0,0,63
0,23,30,39,125,181,211,213,219,223,7,0,0,30,0,0,0,0,0,0,91
0,12,10,15,92,92,211,213,219,223,5,0,0,10,0,0,0,0,0,0,112
0,24,21,21,174,174,211,213,219,223,1,0,0,21,0,0,0,0,0,0,184
0,56,10,10,211,213,211,213,219,223,2,0,0,10,0,0,0,0,0,0,112
0,59,46,56,111,120,211,213,219,223,11,0,0,46,0,0,0,0,0,0,68
5,5,48,50,126,131,211,213,219,223,2,0,0,48,0,0,0,0,0,0,73
0,5,48,50,126,131,211,213,219,223,2,0,0,48,0,0,0,0,0,0,73
0,4,1,1,45,45,211,213,219,223,1,0,0,1,0,0,0,0,0,0,122
0,23,58,58,125,181,211,213,219,223,1,0,0,58,0,0,0,0,0,0,63
0,56,1,6,211,213,211,213,219,223,6,0,0,1,0,0,0,0,0,0,199
0,59,45,50,111,120,211,213,219,223,5,0,0,45,0,0,0,0,0,0,68
0,59,1,54,111,120,211,213,219,223,54,0,0,1,0,0,0,0,0,0,63
0,59,1,5,111,120,211,213,219,223,5,0,0,17.5,0,0,0,0,0,0,39
0,59,41,41,111,120,211,213,219,223,1,0,0,41,0,0,0,0,0,0,72
0,56,1,22,211,213,211,213,219,223,22,0,0,1,0,0,0,0,0,0,183
0,59,28,35,111,120,211,213,219,223,7,0,0,28,0,0,0,0,0,0,72
0,59,1,40,111,120,211,213,219,223,40,0,0,1,0,0,0,0,0,0,68
0,59,1,39,111,120,211,213,219,223,39,0,0,1,0,0,0,0,0,0,68
0,59,1,45,111,120,211,213,219,223,45,0,0,1,0,0,0,0,0,0,62
0,59,1,34,111,120,211,213,219,223,34,0,0,1,0,0,0,0,0,0,72
0,56,1,22,211,213,211,213,219,223,22,0,0,1,0,0,0,0,0,0,183
0,59,28,31,111,120,211,213,219,223,3,0,0,28,0,0,0,0,0,0,72
0,59,36,41,111,120,211,213,219,223,5,0,0,36,0,0,0,0,0,0,31.5
0,59,35,35,111,120,211,213,219,223,1,0,0,35,0,0,0,0,0,0,68
8,24,23,30,174,174,211,213,219,223,7,0,0,23,0,0,0,0,0,0,68
0,4,18,16,45,45,211,213,219,223,1,0,0,18,0,0,0,0,0,0,77
0,4,18,16,45,45,211,213,219,223,1,0,0,18,0,0,0,0,0,0,77
0,4,18,16,45,45,211,213,219,223,1,0,0,18,0,0,0,0,0,0,77
0,56,1,22,211,213,211,213,219,223,22,0,0,1,0,0,0,0,0,0,183
0,56,6,6,211,213,211,213,219,223,1,0,0,6,0,0,0,0,0,0,89
0,24,1,28,174,174,211,213,219,223,28,0,0,1,0,0,0,0,0,0,63
0,24,1,28,174,174,211,213,219,223,28,0,0,1,0,0,0,0,0,0,32
0,56,1,6,211,213,211,213,219,223,6,0,0,1,0,0,0,0,0,0,199
0,23,1,22,125,181,211,213,219,223,24,0,0,1,0,0,0,0,0,0,66
0,56,17,22,211,213,211,213,219,223,8,0,0,17,0,0,0,0,0,0,66
0,56,1,55,211,213,211,213,219,223,55,0,0,1,0,0,0,0,0,0,34
0,59,1,20,111,120,211,213,219,223,20,0,0,1,0,0,0,0,0,0,62
0,59,1,20,111,120,211,213,219,223,20,0,0,1,0,0,0,0,0,0,62
0,56,1,21,211,213,211,213,219,223,21,0,0,1,0,0,0,0,0,0,183
0,5,1,6,126,131,211,213,219,223,6,0,0,1,0,0,0,0,0,0,199
0,5,1,6,126,131,211,213,219,223,6,0,0,1,0,0,0,0,0,0,199
0,5,1,5,126,131,211,213,219,223,5,0,0,1,0,0,0,0,0,0,199
0,24,53,51,174,174,211,213,219,223,1,0,0,53,0,0,0,0,0,0,162
0,24,1,3,174,174,211,213,219,223,3,0,0,1,0,0,0,0,0,0,199
0,24,1,3,174,174,211,213,219,223,3,0,0,1,0,0,0,0,0,0,199
0,24,1,5,174,174,211,213,219,223,5,0,0,1,0,0,0,0,0,0,197
0,1,1,3,1,3,211,213,219,223,3,0,0,1,0,0,0,0,0,0,199
0,5,1,1,153,156,211,213,219,223,3,0,0,1,0,0,0,0,0,0,99
10,12,5,17,92,92,211,213,219,223,12,0,0,5,0,0,0,0,0,0,184
0,12,5,17,92,92,211,213,219,223,12,0,0,5,0,0,0,0,0,0,184
0,12,1,1,92,92,211,213,219,223,1,0,0,1,0,0,0,0,0,0,199
0,12,1,1,92,92,211,213,219,223,1,0,0,1,0,0,0,0,0,0,199
0,12,1,1,92,92,211,213,219,223,1,0,0,1,0,0,0,0,0,0,199
0,12,1,1,92,92,211,213,219,223,1,0,0,1,0,0,0,0,0,0,199
3,22,2,17,83,115,119,138,119,138,18,0,0,2,0,0,0,0,0,0,96
13,16,6,8,79,107,119,138,119,138,5,0,0,6,0,0,0,0,0,0,96
8,6,6,8,18,58,119,138,119,138,5,0,0,6,0,0,0,0,0,0,96
13,9,6,8,94,134,119,138,119,138,5,0,0,6,0,0,0,0,0,0,96
3,22,2,0,83,115,119,138,119,138,1,0,0,2,0,0,0,0,0,0,97
5,6,8,7,65,101,119,138,119,138,1,0,0,4.5,0,0,0,1,0,0,43.5
13,15,3,7,11,64,119,138,119,138,6,0,0,3,0,0,0,0,0,0,87
5,15,1,9,11,64,119,138,119,138,9,0,0,1,0,0,0,0,0,0,86
5,15,1,10,11,64,119,138,119,138,9,0,0,1,0,0,0,0,0,0,86
13,19,7,6,99,104,119,138,119,138,1,0,0,7,0,0,0,0,0,0,87
8,19,7,6,99,104,119,138,119,138,1,0,0,7,0,0,0,0,0,0,87
5,6,4,9,18,58,119,138,119,138,5,0,0,4,0,0,0,0,0,0,86
3,28,1,49,49,109,119,138,119,138,25,0,0,1,0,0,0,0,0,0,46
13,22,1,21,83,115,119,138,119,138,22,0,0,1,0,0,0,0,0,0,72
8,28,1,49,49,109,119,138,119,138,25,0,0,1,0,0,0,0,0,0,46
5,28,8,49,49,109,119,138,119,138,41,0,0,8,0,0,0,0,0,0,46
5,28,5,49,49,109,119,138,119,138,45,0,0,5,0,0,0,0,0,0,46
1,25,1,77,45,113,119,138,119,138,79,0,0,1,0,0,0,0,0,0,16
8,28,8,56,49,109,119,138,119,138,51,0,0,8,0,0,0,0,0,0,36
8,22,19,44,83,115,119,138,119,138,25,0,0,19,0,0,0,0,0,0,46
3,23,8,13,93,118,119,138,119,138,7,0,0,4,0,0,0,0,0,0,71
3,9,7,8,94,134,119,138,119,138,1,0,0,7,0,0,0,0,0,0,78
3,19,2,23,99,104,119,138,119,138,22,0,0,2,0,0,0,0,0,0,63
8,23,9,10,93,118,119,138,119,138,1,0,0,9,0,0,0,0,0,0,76
8,19,12,16,99,104,119,138,119,138,3,0,0,3,0,0,0,7,0,0,70
5,19,10,12,99,104,119,138,119,138,5,0,0,10,0,0,0,0,0,0,72
2,19,46,48,99,104,119,138,119,138,5,0,0,46,0,0,0,0,0,0,36
2,19,1,5,99,104,119,138,119,138,5,0,0,1,0,0,0,0,0,0,80
2,7,5,7,68,128,119,138,119,138,5,0,0,4,0,0,0,0,0,0,76
3,25,1,66,45,113,119,138,119,138,68,0,0,1,0,0,0,0,0,0,17
3,23,5,9,93,118,119,138,119,138,5,0,0,5,0,0,0,0,0,0,76
3,25,1,66,45,113,119,138,119,138,68,0,0,1,0,0,0,0,0,0,18
2,4,5,5,17,62,119,138,119,138,1,0,0,5,0,0,0,0,0,0,80
3,15,4,2,11,64,119,138,119,138,1,0,0,4,0,0,0,0,0,0,77
3,15,3,1,11,64,119,138,119,138,1,0,0,3,0,0,0,0,0,0,77
3,19,2,2,99,104,119,138,119,138,1,0,0,2,0,0,0,0,0,0,78
3,23,3,11,93,118,119,138,119,138,10,0,0,3,0,0,0,0,0,0,66
8,22,17,21,83,115,119,138,119,138,7,0,0,17,0,0,0,0,0,0,53
5,22,32,36,83,115,119,138,119,138,7,0,0,9,0,0,0,0,0,0,38
8,28,6,17,49,109,119,138,119,138,14,0,0,6,0,0,0,0,0,0,56
13,28,10,16,49,109,119,138,119,138,7,0,0,10,0,0,0,0,0,0,59
8,28,6,7,49,109,119,138,119,138,3,0,0,6,0,0,0,0,0,0,67
8,28,6,17,49,109,119,138,119,138,7.5,0,0,3.5,0,0,0,0,0,0,56
2,9,4,17,75,110,119,138,119,138,14,0,0,4,0,0,0,0,0,0,59
8,25,2,16,45,113,119,138,119,138,14,0,0,2,0,0,0,0,0,0,59
8,22,5,6,83,115,119,138,119,138,2,0,0,5,0,0,0,0,0,0,70
8,23,5,9,93,118,119,138,119,138,4,0,0,5,0,0,0,0,0,0,66
5,4,6,6,17,62,119,138,119,138,2,0,0,6,0,0,0,0,0,0,66
13,23,1,50,93,118,119,138,119,138,48,0,0,1,0,0,0,0,0,0,26
3,25,9,26,45,113,119,138,119,138,17,0,0,9,0,0,0,0,0,0,46
5,7,38,36,68,128,119,138,119,138,1,0,0,38,0,0,0,0,0,0,33
8,22,1,1,83,115,119,138,119,138,1,0,0,1,0,0,0,0,0,0,69
3,19,2,1,99,104,119,138,119,138,2,0,0,2,0,0,0,0,0,0,66
5,19,6,10,99,104,119,138,119,138,4,0,0,6,0,0,0,0,0,0,56
5,9,10,11,94,134,119,138,119,138,1,0,0,10,0,0,0,0,0,0,55
2,9,22,40,75,110,119,138,119,138,17,0,0,14,0,0,0,0,0,0,25
1,28,1,14,49,109,119,138,119,138,12,0,0,1,0,0,0,0,0,0,51
1,16,1,10,79,107,119,138,119,138,10,0,0,1,0,0,0,0,0,0,53
0,6,1,31,65,101,119,138,119,138,31,0,0,1,0,0,0,0,0,0,30
5,25,13,15,45,113,119,138,119,138,2,0,0,6,0,0,0,7,0,0,43
5,16,14,12,79,107,119,138,119,138,1,0,0,14,0,0,0,0,0,0,42
8,23,9,9,93,118,119,138,119,138,1,0,0,5,0,0,0,0,0,0,46
13,19,11,11,99,104,119,138,119,138,1,0,0,10,0,0,0,0,0,0,42
0,9,22,24,75,110,119,138,119,138,1,0,0,22,0,0,0,0,0,0,30
8,22,5,3,83,115,119,138,119,138,1,0,0,3,0,0,0,1,0,0,46
3,22,24,22,83,115,119,138,119,138,1,0,0,24,0,0,0,0,0,0,28
8,25,3,1,45,113,119,138,119,138,1,0,0,3,0,0,0,0,0,0,48
8,25,10,10,45,113,119,138,119,138,1,0,0,10,0,0,0,0,0,0,40
0,25,4,5,45,113,119,138,119,138,1,0,0,4,0,0,0,0,0,0,43
5,16,8,8,79,107,119,138,119,138,3,0,0,8,0,0,0,0,0,0,36
8,16,5,7,79,107,119,138,119,138,3,0,0,5,0,0,0,0,0,0,35
8,23,9,7,93,118,119,138,119,138,1,0,0,4.5,0,0,0,0,0,0,36
5,19,4,4,99,104,119,138,119,138,1,0,0,4,0,0,0,0,0,0,35
3,9,1,6,94,134,119,138,119,138,5,0,0,1,0,0,0,0,0,0,30
3,25,2,1,45,113,119,138,119,138,1,0,0,2,0,0,0,0,0,0,32
2,19,2,2,99,104,119,138,119,138,1,0,0,1,0,0,0,0,0,0,33
2,19,3,5,99,104,119,138,119,138,3,0,0,3,0,0,0,0,0,0,30
5,4,7,9,9,118,119,138,119,138,3,0,0,7,0,0,0,0,0,0,26
13,7,1,28,119,138,119,138,119,138,26,0,0,1,0,0,0,0,0,0,115
3,16,5,5,79,107,119,138,119,138,1,0,0,1,0,0,0,0,0,0,26
2,16,5,5,79,107,119,138,119,138,1,0,0,1,0,0,0,0,0,0,26
2,16,1,1,79,107,119,138,119,138,1,0,0,1,0,0,0,0,0,0,30
3,9,4,5,94,134,119,138,119,138,1,0,0,4,0,0,0,0,0,0,26
3,19,2,4,99,104,119,138,119,138,3,0,0,2,0,0,0,0,0,0,26
0,9,16,21,94,134,119,138,119,138,5,0,0,8.5,0,0,0,0,0,0,8
2,16,1,4,79,107,119,138,119,138,4,0,0,1,0,0,0,0,0,0,5
2,23,1,28,93,118,119,138,119,138,26,0,0,1,0,0,0,0,0,0,115
2,23,1,28,93,118,119,138,119,138,26,0,0,1,0,0,0,0,0,0,115
2,23,1,33,93,118,119,138,119,138,33,0,0,1,0,0,0,0,0,0,108
5,4,1,80,28,108,119,138,119,138,80,0,0,1,0,0,0,0,0,0,61
13,9,4,75,94,134,119,138,119,138,72,0,0,4,0,0,0,0,0,0,66
8,9,15,104,94,134,119,138,119,138,88,0,0,15,0,0,0,0,0,0,39
2,23,17,115,93,118,119,138,119,138,98,0,0,1,0,0,0,0,0,0,27
2,7,2,7,119,138,119,138,119,138,6,0,0,2,0,0,0,0,0,0,4
4,4,1,80,28,108,119,138,119,138,80,0,0,1,0,0,0,0,0,0,61
5,4,1,80,28,108,119,138,119,138,80,0,0,1,0,0,0,0,0,0,61
5,4,1,108,28,108,119,138,119,138,108,0,0,1,0,0,0,0,0,0,34
5,23,23,87,93,118,119,138,119,138,32.5,0,0,11.5,0,0,0,0,0,0,44
5,2,1,108,1,108,119,138,119,138,108,0,0,1,0,0,0,0,0,0,34
1,3,1,72,5,72,119,138,119,138,36,0,0,1,0,0,0,1,0,0,59
2,25,4,77,45,113,119,138,119,138,76,0,0,4,0,0,0,0,0,0,52
3,3,1,71,5,72,119,138,119,138,71,0,0,1,0,0,0,0,0,0,59
1,3,5,71,5,72,119,138,119,138,67,0,0,5,0,0,0,0,0,0,59
3,7,9,45,9,58,119,138,119,138,36,0,0,9,0,0,0,0,0,0,86
3,2,1,108,1,108,119,138,119,138,108,0,0,1,0,0,0,0,0,0,34
8,22,1,96,83,115,119,138,119,138,98,0,0,1,0,0,0,0,0,0,33
3,19,17,24,99,104,119,138,119,138,8,0,0,17,0,0,0,0,0,0,105
8,19,10,87,99,104,119,138,119,138,77,0,0,7,0,0,0,0,0,0,43
3,19,1,69,99,104,119,138,119,138,68,0,0,1,0,0,0,0,0,0,61
13,9,11,37,75,110,119,138,119,138,27,0,0,6,0,0,0,0,0,0,88
2,9,4,56,75,110,119,138,119,138,54,0,0,4,0,0,0,0,0,0,67
13,25,5,86,45,113,119,138,119,138,82,0,0,5,0,0,0,0,0,0,38
3,7,12,14,119,138,119,138,119,138,2,0,0,6.5,0,0,0,0,0,0,111
3,7,1,7,119,138,119,138,119,138,6,0,0,1,0,0,0,0,0,0,109
3,22,4,67,40,87,93,97,119,138,64,0,0,2,0,0,0,0,0,0,36
13,16,11,23,58,97,93,97,119,138,12,0,0,11,0,0,0,0,0,0,44
5,16,24,28,58,97,93,97,119,138,5,0,0,10,0,0,0,0,0,0,39
3,24,9,8,76,79,93,97,119,138,2,0,0,9,0,0,0,0,0,0,56
3,24,18,21,76,79,93,97,119,138,5,0,0,12,0,0,0,0,0,0,43
3,24,2,6,76,79,93,97,119,138,6,0,0,2,0,0,0,0,0,0,58
21,22,13,60,40,87,93,97,119,138,25,0,0,6.5,0,0,0,0,0,0,39
13,4,1,79,1,79,93,97,119,138,79,0,0,1,0,0,0,0,0,0,20
8,10,3,31,46,45,93,97,119,138,28,0,0,3,0,0,0,0,0,0,33
0,16,15,41,58,97,93,97,119,138,28,0,0,15,0,0,0,0,0,0,21
1,22,35,45,40,87,93,97,119,138,11.5,0,0,11,0,0,0,0,0,0,20
3,16,2,5,58,97,93,97,119,138,3,0,0,2,0,0,0,0,0,0,52
3,22,1,60,40,87,93,97,119,138,60,0,0,1,0,0,0,0,0,0,39
2,24,1,1,76,79,93,97,119,138,1,0,0,1,0,0,0,0,0,0,47
3,22,31,76,40,87,93,97,119,138,25,0,0,15,0,0,0,0,0,0,21
5,10,8,7,46,45,93,97,119,138,1,0,0,3,0,0,0,0,0,0,36
0,24,1,20,76,79,93,97,119,138,20,0,0,1,0,0,0,0,0,0,22
8,24,21,21,76,79,93,97,119,138,1,0,0,21,0,0,0,0,0,0,21
8,22,5,28,40,87,93,97,119,138,22,0,0,5,0,0,0,0,0,0,16
2,10,10,10,46,45,93,97,119,138,1,0,0,10,0,0,0,0,0,0,3
0,24,1,74,76,79,93,97,119,138,74,0,0,1,0,0,0,0,0,0,26
5,3,5,15,5,50,93,97,119,138,9,0,0,5,0,0,0,0,0,0,16
3,6,1,87,1,87,93,97,119,138,87,0,0,1,0,0,0,0,0,0,13
21,16,6,55,58,97,93,97,119,138,51,0,0,6,0,0,0,0,0,0,7
13,16,28,54,58,97,93,97,119,138,24,0,0,27,0,0,0,0,0,0,5
8,16,27,71,58,97,93,97,119,138,44,0,0,27,0,0,0,0,0,0,4
8,24,4,2,76,79,93,97,119,138,1,0,0,4,0,0,0,0,0,0,76
8,24,4,23,76,79,93,97,119,138,21,0,0,4,0,0,0,0,0,0,79
5,22,31,53,40,87,93,97,119,138,24,0,0,26,0,0,0,0,0,0,21
0,24,1,51,76,79,93,97,119,138,51,0,0,1,0,0,0,0,0,0,26
8,24,14,12,76,79,93,97,119,138,1,0,0,9,0,0,0,0,0,0,61
3,24,1,9,76,79,93,97,119,138,9,0,0,1,0,0,0,0,0,0,66
13,24,12,17,76,79,93,97,119,138,7,0,0,12,0,0,0,0,0,0,85
1,4,1,31,17,61,93,97,119,138,31,0,0,1,0,0,0,0,0,0,38
5,4,11,26,17,61,93,97,119,138,15,0,0,3,0,0,0,0,0,0,44
2,4,11,25,17,61,93,97,119,138,14,0,0,3,0,0,0,0,0,0,44
1,10,5,29,46,45,93,97,119,138,25,0,0,2,0,0,0,0,0,0,39
3,22,18,45,40,87,93,97,119,138,29,0,0,18,0,0,0,0,0,0,21
0,10,1,1,46,45,93,97,119,138,1,0,0,0,0,0,0,1,0,0,66
3,10,15,34,46,45,93,97,119,138,18,0,0,15,0,0,0,0,0,0,36
0,10,1,1,46,45,93,97,119,138,1,0,0,0,0,0,0,1,0,0,66
13,22,13,39,40,87,93,97,119,138,27,0,0,4.5,0,0,0,0,0,0,29
5,22,19,34,40,87,93,97,119,138,13,0,0,4,0,0,0,0,0,0,36
5,16,1,56,58,97,93,97,119,138,56,0,0,1,0,0,0,0,0,0,20
13,24,26,69,76,79,93,97,119,138,46,0,0,26,0,0,0,0,0,0,32
2,16,12,39,58,97,93,97,119,138,25,0,0,4,0,0,0,0,0,0,20
2,10,8,9,8,19,8,19,119,138,1,0,0,8,0,0,0,0,0,0,5
5,16,1,44,58,97,93,97,119,138,44,0,0,1,0,0,0,0,0,0,19
13,16,9,35,58,97,93,97,119,138,29,0,0,9,0,0,0,0,0,0,27
0,19,1,14,33,51,33,51,73,89,12,0,0,1,0,0,0,0,0,0,55
0,19,1,25,33,51,33,51,73,89,25,0,0,1,0,0,0,0,0,0,42
0,19,10,11,33,51,33,51,73,89,1,0,0,3,0,0,0,0,0,0,55
0,19,5,6,33,51,33,51,73,89,4,0,0,5,0,0,0,0,0,0,47
